SRP	ACCESSION	RUN_SET.RUN.IDENTIFIERS.PRIMARY_ID	SAMPLE.SAMPLE_NAME.TAXON_ID	Pool.Member.@sample_title	replicate	infection	sequencing_library_method	lab_host	passage_history	serotype	case history of originator	genotype/variation	timepoint_days_post_infection	stress	polysome fraction	biological replicates	barcode	isolation_source	knockdown	age	note	donor id	cell line background	reference genome	source_name	disease	treatment	tissue	genotype	genetics	overexpression	tumor type	isolate	geo_loc_name	chip antibody	time	ectopic e2f-1 expressed	treatment2	genetic aberration	shRNA	treated with	concentration	sample_type	agent	time point	cell line	tissue source	treatment1	BioSampleModel	antibody	collection_date	mtap status	incubation time	vector	conditions	transfection	condition	cell type	culture type	time of treatment
SRP212665	SRX6384954		9606	CHL1AR991-S3	Replicate 2																				CHL1AR991 cell line		increasing concentrations of palbociclib for 3 months																			CHL1AR991	Melanoma													
SRP212665	SRX6384955		9606	CHL1AR991-S4	Replicate 3																				CHL1AR991 cell line		increasing concentrations of palbociclib for 3 months																			CHL1AR991	Melanoma													
SRP212665	SRX6384956		9606	CHL1-S2	Replicate 1																				CHL1 cell line		No treatment																			CHL1	Melanoma													
SRP212665	SRX6384957		9606	CHL1-S3	Replicate 2																				CHL1 cell line		No treatment																			CHL1	Melanoma													
SRP212665	SRX6384958		9606	CHL1-S4	Replicate 3																				CHL1 cell line		No treatment																			CHL1	Melanoma													
SRP212666	SRX6384959	SRR9622111	9606	A375-DMSO-72hr-1	Replicate 1																				A375-DMSO-72hr		Vehicle (DMSO) - 72 hr																			A375	Melanoma													
SRP212666	SRX6384960	SRR9622112	9606	A375-DMSO-72hr-2	Replicate 2																				A375-DMSO-72hr		Vehicle (DMSO) - 72 hr																			A375	Melanoma													
SRP212666	SRX6384961	SRR9622113	9606	A375-PD991-72hr-1	Replicate 1																				A375-PD991-72hr		Palbociclib (PD991) - 72hr																			A375	Melanoma													
SRP212666	SRX6384962	SRR9622114	9606	A375-PD991-72hr-2	Replicate 2																				A375-PD991-72hr		Palbociclib (PD991) - 72hr																			A375	Melanoma													
SRP212666	SRX6384963	SRR9622115	9606	A375-CTX-72hr-1	Replicate 1																				A375-CTX-72hr		GSK3326595 (CTX) - 72hr																			A375	Melanoma													
SRP212666	SRX6384964	SRR9622116	9606	A375-CTX-72hr-2	Replicate 2																				A375-CTX-72hr		GSK3326595 (CTX) - 72hr																			A375	Melanoma													
SRP192029	SRX6592099		9606	sgNegCtrl								control													Acute myeloid leukemia cell line			peripheral blood																		THP-1				SRSF1 antibody								monocyte	suspension	
SRP192029	SRX6592100		9606	sgPRMT5								PRMT5 knockdown													Acute myeloid leukemia cell line			peripheral blood																		THP-1				SRSF1 antibody								monocyte	suspension	
SRP235229	SRX7290481	SRR10611209	9606	72h DMSO activated CD4+ rep 2																					72h DMSO activated CD4+		72h DMSO	peripheral blood																														Naive T lymphocytes		
SRP235229	SRX7290482	SRR10611210	9606	72h DMSO activated CD4+ rep 3																					72h DMSO activated CD4+		72h DMSO	peripheral blood																														Naive T lymphocytes		
SRP235229	SRX7290483	SRR10611211	9606	72h PF-9927 activated CD4+ rep 1																					72h PF-9927 activated CD4+		72h PF-9927	peripheral blood																														Naive T lymphocytes		
SRP235229	SRX7290484	SRR10611212	9606	72h PF-9927 activated CD4+ rep 2																					72h PF-9927 activated CD4+		72h PF-9927	peripheral blood																														Naive T lymphocytes		
SRP235229	SRX7290485	SRR10611213	9606	72h PF-9927 activated CD4+ rep 3																					72h PF-9927 activated CD4+		72h PF-9927	peripheral blood																														Naive T lymphocytes		
SRP235229	SRX7290486	SRR10611214	9606	Naïve CD8+ rep 1																					Naïve CD8+			peripheral blood																														Naive T lymphocytes		
SRP235229	SRX7290487	SRR10611215	9606	Naïve CD8+ rep 2																					Naïve CD8+			peripheral blood																														Naive T lymphocytes		
SRP235229	SRX7290488	SRR10611216	9606	Naïve CD8+ rep 3																					Naïve CD8+			peripheral blood																														Naive T lymphocytes		
SRP235229	SRX7290489	SRR10611217	9606	72h DMSO activated CD8+ rep 1																					72h DMSO activated CD8+		72h DMSO	peripheral blood																														Naive T lymphocytes		
SRP235229	SRX7290490	SRR10611218	9606	72h DMSO activated CD8+ rep 2																					72h DMSO activated CD8+		72h DMSO	peripheral blood																														Naive T lymphocytes		
SRP235229	SRX7290491	SRR10611219	9606	72h DMSO activated CD8+ rep 3																					72h DMSO activated CD8+		72h DMSO	peripheral blood																														Naive T lymphocytes		
SRP235229	SRX7290492	SRR10611220	9606	72h PF-9927 activated CD8+ rep 1																					72h PF-9927 activated CD8+		72h PF-9927	peripheral blood																														Naive T lymphocytes		
SRP235229	SRX7290493	SRR10611221	9606	72h PF-9927 activated CD8+ rep 2																					72h PF-9927 activated CD8+		72h PF-9927	peripheral blood																														Naive T lymphocytes		
SRP235229	SRX7290494	SRR10611222	9606	72h PF-9927 activated CD8+ rep 3																					72h PF-9927 activated CD8+		72h PF-9927	peripheral blood																														Naive T lymphocytes		
SRP235229	SRX7290495	SRR10611223	9606	96h DMSO activated CD3+ rep 1																					96h DMSO activated CD3+		96h DMSO	peripheral blood																														Naive T lymphocytes		
SRP235229	SRX7290496	SRR10611224	9606	96h DMSO activated CD3+ rep 2																					96h DMSO activated CD3+		96h DMSO	peripheral blood																														Naive T lymphocytes		
SRP235229	SRX7290497	SRR10611225	9606	96h DMSO activated CD3+ rep 3																					96h DMSO activated CD3+		96h DMSO	peripheral blood																														Naive T lymphocytes		
SRP235229	SRX7290498	SRR10611226	9606	96h PF-9927 activated CD3+ rep 1																					96h PF-9927 activated CD3+		96h PF-9927	peripheral blood																														Naive T lymphocytes		
SRP235229	SRX7290499	SRR10611227	9606	96h PF-9927 activated CD3+ rep 2																					96h PF-9927 activated CD3+		96h PF-9927	peripheral blood																														Naive T lymphocytes		
SRP235229	SRX7290500	SRR10611228	9606	96h PF-9927 activated CD3+ rep 3																					96h PF-9927 activated CD3+		96h PF-9927	peripheral blood																														Naive T lymphocytes		
SRP236876	SRX7347965	SRR10669490	9606	MLL-AF4_1 d4 DMSO																					CD34+ HSPCs from cord blood		DMSO			t(4;11)(q21;q23)																														
SRP236876	SRX7347966	SRR10669491	9606	MLL-AF4_1 d4 15µM																					CD34+ HSPCs from cord blood		15 µM PF-366			t(4;11)(q21;q23)																														
SRP236876	SRX7347967	SRR10669492	9606	MLL-AF4_2 d4 DMSO																					CD34+ HSPCs from cord blood		DMSO			t(4;11)(q21;q23)																														
SRP236876	SRX7347968	SRR10669493	9606	MLL-AF4_2 d4 15µM																					CD34+ HSPCs from cord blood		15 µM PF-366			t(4;11)(q21;q23)																														
SRP238361	SRX7422009	SRR10746625	9606	WT cell line RNA-seq replicate 1																					HCT116 stable cells																					HCT116								empty vector cell line				Colorectal carcinoma		
SRP238361	SRX7422010	SRR10746626	9606	WT cell line RNA-seq replicate 2																					HCT116 stable cells																					HCT116								empty vector cell line				Colorectal carcinoma		
SRP238361	SRX7422011	SRR10746627	9606	WT cell line RNA-seq replicate 3																					HCT116 stable cells																					HCT116								empty vector cell line				Colorectal carcinoma		
SRP238361	SRX7422012	SRR10746628	9606	WT T1-44 cell line RNA-seq replicate 1																					HCT116 stable cells																					HCT116								empty vector cell line treated with PRMT5 inhibitor	PRMT5 inhibitor treatment: 1uM, 48h			Colorectal carcinoma		
SRP238361	SRX7422013	SRR10746629	9606	WT T1-44 cell line RNA-seq replicate 2																					HCT116 stable cells																					HCT116								empty vector cell line treated with PRMT5 inhibitor	PRMT5 inhibitor treatment: 1uM, 48h			Colorectal carcinoma		
SRP238361	SRX7422014	SRR10746630	9606	WT T1-44 cell line RNA-seq replicate 3																					HCT116 stable cells																					HCT116								empty vector cell line treated with PRMT5 inhibitor	PRMT5 inhibitor treatment: 1uM, 48h			Colorectal carcinoma		
SRP238361	SRX7422015	SRR10746631	9606	E2F1Cr cell line RNA-seq replicate 1																					HCT116 stable cells with E2F1 knockdown																					HCT116								E2F1 knockdown cell line				Colorectal carcinoma		
SRP238361	SRX7422016	SRR10746632	9606	E2F1Cr cell line RNA-seq replicate 2																					HCT116 stable cells with E2F1 knockdown																					HCT116								E2F1 knockdown cell line				Colorectal carcinoma		
SRP238361	SRX7422017	SRR10746633	9606	E2F1Cr cell line RNA-seq replicate 3																					HCT116 stable cells with E2F1 knockdown																					HCT116								E2F1 knockdown cell line				Colorectal carcinoma		
SRP238361	SRX7422018	SRR10746634	9606	E2F1Cr T1-44 cell line RNA-seq replicate 1																					HCT116 stable cells with E2F1 knockdown																					HCT116								E2F1 knockdown cell line treated with PRMT5 inhibitor	PRMT5 inhibitor treatment: 1uM, 48h			Colorectal carcinoma		
SRP238361	SRX7422019	SRR10746635	9606	E2F1Cr T1-44 cell line RNA-seq replicate 2																					HCT116 stable cells with E2F1 knockdown																					HCT116								E2F1 knockdown cell line treated with PRMT5 inhibitor	PRMT5 inhibitor treatment: 1uM, 48h			Colorectal carcinoma		
SRP238361	SRX7422020	SRR10746636	9606	E2F1Cr T1-44 cell line RNA-seq replicate 3																					HCT116 stable cells with E2F1 knockdown																					HCT116								E2F1 knockdown cell line treated with PRMT5 inhibitor	PRMT5 inhibitor treatment: 1uM, 48h			Colorectal carcinoma		
SRP249999	SRX7748807	SRR11111787	9606	RPHD7DMS																					T cells		RPHD7 T cells CD3/CD28 +DMSO																																	
SRP249999	SRX7748808	SRR11111788	9606	RPHD7 PRT																					T cells		RPHD7 T cells CD3/CD28 +PRMT5 INHIBITOR																																	
SRP249999	SRX7748809	SRR11111789	9606	RPHD17DM																					T cells		RPHD17 T cells CD3/CD28 +DMSO																																	
SRP249999	SRX7748810	SRR11111790	9606	RPHD17PR																					T cells		RPHD17 T cells CD3/CD28 +PRMT5 INHIBITOR																																	
SRP249999	SRX7748811	SRR11111791	9606	RPHD18DM																					T cells		RPHD18 T cells CD3/CD28 +DMSO																																	
SRP249999	SRX7748812	SRR11111792	9606	RPHD18PR																					T cells		RPHD18 T cells CD3/CD28 +PRMT5 INHIBITOR																																	
SRP249999	SRX7748813	SRR11111793	9606	RPHD19DM																					T cells		RPHD19 T cells CD3/CD28 +DMSO																																	
SRP249999	SRX7748814	SRR11111794	9606	RPHD19PR																					T cells		RPHD19 T cells CD3/CD28 +PRMT5 INHIBITOR																																	
SRP050943	SRX799449	SRR1696812	9606	esiGFP-r1																					Hela cells (cervical cancer cells)																					Hela										control esiRNA				
SRP050943	SRX799450	SRR1696813	9606	esiPRMT9-r1																					Hela cells (cervical cancer cells)																					Hela										esiRNA targeting PRMT9 (1ug esiRNA/10cm dish)				
SRP050943	SRX799451	SRR1696814	9606	esiGFP-r2																					Hela cells (cervical cancer cells)																					Hela										control esiRNA				
SRP050943	SRX799452	SRR1696815	9606	esiPRMT9-r2																					Hela cells (cervical cancer cells)																					Hela										esiRNA targeting PRMT9 (1ug esiRNA/10cm dish)				
SRP260446	SRX8287701	SRR11728467	9606	RNA-Seq-siCTL-HEK293																					HEK293		siCTL-HEK293	Human Embryonic Kidney																		HEK293														
SRP260446	SRX8287702	SRR11728468	9606	RNA-Seq-siPRMT4-HEK293																					HEK293		siPRMT4-HEK293	Human Embryonic Kidney																		HEK293														
SRP260446	SRX8287703	SRR11728469	9606	RNA-Seq-siPRMT5-HEK293																					HEK293		siPRMT5-HEK293	Human Embryonic Kidney																		HEK293														
SRP260446	SRX8287704	SRR11728470	9606	RNA-Seq-siPRMT7-HEK293																					HEK293		siPRMT7-HEK293	Human Embryonic Kidney																		HEK293														
SRP267712	SRX8567881	SRR12038075	9606	Melanoma, untreated, A0-2_S28																					Melanoma, untreated		untreated		BRAFV600E																	A375s														
SRP267712	SRX8567882	SRR12038076	9606	Melanoma, untreated, A0-3_S29																					Melanoma, untreated		untreated		BRAFV600E																	A375s														
SRP267712	SRX8567883	SRR12038077	9606	Melanoma, untreated, A0-4_S30																					Melanoma, untreated		untreated		BRAFV600E																	A375s														
SRP267712	SRX8567884	SRR12038078	9606	Melanoma, Verafinib, A20-1_S31																					Melanoma, Verafinib		2 µM Verafinib for 20 days		BRAFV600E																	A375s														
SRP267712	SRX8567885	SRR12038079	9606	Melanoma, Verafinib, A20-2_S32																					Melanoma, Verafinib		2 µM Verafinib for 20 days		BRAFV600E																	A375s														
SRP267712	SRX8567886	SRR12038080	9606	Melanoma, Verafinib, A20-3_S33																					Melanoma, Verafinib		2 µM Verafinib for 20 days		BRAFV600E																	A375s														
SRP267712	SRX8567887	SRR12038081	9606	Melanoma, untreated, M0-1_S34																					Melanoma, untreated		untreated		BRAFV600E																	M14s														
SRP267712	SRX8567888	SRR12038082	9606	Melanoma, untreated, M0-2_S35																					Melanoma, untreated		untreated		BRAFV600E																	M14s														
SRP267712	SRX8567889	SRR12038083	9606	Melanoma, untreated, M0-3_S36																					Melanoma, untreated		untreated		BRAFV600E																	M14s														
SRP267712	SRX8567890	SRR12038084	9606	Melanoma, Verafinib, M20-1_S37																					Melanoma, Verafinib		2 µM Verafinib for 20 days		BRAFV600E																	M14s														
SRP267712	SRX8567891	SRR12038085	9606	Melanoma, Verafinib, M20-2_S38																					Melanoma, Verafinib		2 µM Verafinib for 20 days		BRAFV600E																	M14s														
SRP267712	SRX8567892	SRR12038086	9606	Melanoma, Verafinib, M20-3_S39																					Melanoma, Verafinib		2 µM Verafinib for 20 days		BRAFV600E																	M14s														
SRP268625	SRX8608945	SRR12081762	9606	HEK293T_PRMT-shScramble																					HEK293T cell line		Scramble shRNA control																			HEK293T														
SRP268625	SRX8608946	SRR12081763	9606	HEK293T_PRMT1-sh1																					HEK293T cell line		PRMT1 knockdown																			HEK293T														
SRP268625	SRX8608947	SRR12081764	9606	HEK293T_PRMT1-sh3																					HEK293T cell line		PRMT1 knockdown																			HEK293T														
SRP268625	SRX8608948	SRR12081765	9606	HEK293T_PRMT3-sh1																					HEK293T cell line		PRMT3 knockdown																			HEK293T														
SRP268625	SRX8608949	SRR12081766	9606	HEK293T_PRMT3-sh2																					HEK293T cell line		PRMT3 knockdown																			HEK293T														
SRP268625	SRX8608950	SRR12081767	9606	HEK293T_PRMT4-sh1																					HEK293T cell line		PRMT4 knockdown																			HEK293T														
SRP268625	SRX8608951	SRR12081768	9606	HEK293T_PRMT4-sh3																					HEK293T cell line		PRMT4 knockdown																			HEK293T														
SRP268625	SRX8608952	SRR12081769	9606	HEK293T_PRMT5-sh1																					HEK293T cell line		PRMT5 knockdown																			HEK293T														
SRP268625	SRX8608953	SRR12081770	9606	HEK293T_PRMT5-sh2																					HEK293T cell line		PRMT5 knockdown																			HEK293T														
SRP268625	SRX8608954	SRR12081771	9606	HEK293T_PRMT6-sh3																					HEK293T cell line		PRMT6 knockdown																			HEK293T														
SRP268625	SRX8608955	SRR12081772	9606	HEK293T_PRMT7-sh2																					HEK293T cell line		PRMT7 knockdown																			HEK293T														
SRP268625	SRX8608956	SRR12081773	9606	HEK293T_PRMT7-sh3																					HEK293T cell line		PRMT7 knockdown																			HEK293T														
SRP268628	SRX8609009	SRR12081852	9606	293T_DMSO_input											total input										HEK293T cell line		treated with DMSO																			HEK293T														
SRP268628	SRX8609010	SRR12081853	9606	293T_DMSO_1ribosome											bound with one ribosome (monosome)										HEK293T cell line		treated with DMSO																			HEK293T														
SRP268628	SRX8609011	SRR12081854	9606	293T_DMSO_2ribosome											bound with two ribosomes										HEK293T cell line		treated with DMSO																			HEK293T														
SRP268628	SRX8609012	SRR12081855	9606	293T_DMSO_3ribosome											bound with three or more ribosomes										HEK293T cell line		treated with DMSO																			HEK293T														
SRP268628	SRX8609013	SRR12081856	9606	293T_PRMT1-inhibitor_input											total input										HEK293T cell line		treated with PRMT1 inhibitor																			HEK293T														
SRP268628	SRX8609014	SRR12081857	9606	293T_PRMT1-inhibitor_1ribosome											bound with one ribosome (monosome)										HEK293T cell line		treated with PRMT1 inhibitor																			HEK293T														
SRP268628	SRX8609015	SRR12081858	9606	293T_PRMT1-inhibitor_2ribosome											bound with two ribosomes										HEK293T cell line		treated with PRMT1 inhibitor																			HEK293T														
SRP268628	SRX8609016	SRR12081859	9606	293T_PRMT1-inhibitor_3ribosome											bound with three or more ribosomes										HEK293T cell line		treated with PRMT1 inhibitor																			HEK293T														
SRP268628	SRX8609017	SRR12081860	9606	293T_PRMT4-inhibitor_input											total input										HEK293T cell line		treated with PRMT4 inhibitor																			HEK293T														
SRP268628	SRX8609018	SRR12081861	9606	293T_PRMT4-inhibitor_1ribosome											bound with one ribosome (monosome)										HEK293T cell line		treated with PRMT4 inhibitor																			HEK293T														
SRP268628	SRX8609019	SRR12081862	9606	293T_PRMT4-inhibitor_2ribosome											bound with two ribosomes										HEK293T cell line		treated with PRMT4 inhibitor																			HEK293T														
SRP268628	SRX8609020	SRR12081863	9606	293T_PRMT4-inhibitor_3ribosome											bound with three or more ribosomes										HEK293T cell line		treated with PRMT4 inhibitor																			HEK293T														
SRP271938	SRX8733843	SRR12223772	9606	Tu686_SiP5_1								siPRMT5-1													Tu686_siPRMT5																					Tu686												Epithelial-derived cells		
SRP271938	SRX8733844	SRR12223773	9606	Tu686_SiP5_2								siPRMT5-2													Tu686_siPRMT5																					Tu686												Epithelial-derived cells		
SRP271938	SRX8733845	SRR12223774	9606	Tu686_SiNC								siNC-1													Tu686_siNC																					Tu686												Epithelial-derived cells		
SRP271938	SRX8733846	SRR12223775	9606	SiNC_P5								siNC-2													Tu686_siNC																					Tu686												Epithelial-derived cells		
SRP273237	SRX8804971	SRR12301933	9606	22Rv1-shPRMT5-BR2-Dox-												BR2			shPRMT5						Human castration-resistant prostate cancer cells 22Rv1																			Dox -																
SRP273237	SRX8804972	SRR12301934	9606	22Rv1-shPRMT5-BR2-Dox+												BR2			shPRMT5						Human castration-resistant prostate cancer cells 22Rv1																			Dox +																
SRP273237	SRX8804973	SRR12301935	9606	22Rv1-shPRMT5-BR3-Dox-												BR3			shPRMT5						Human castration-resistant prostate cancer cells 22Rv1																			Dox -																
SRP273237	SRX8804974	SRR12301936	9606	22Rv1-shPRMT5-BR3-Dox+												BR3			shPRMT5						Human castration-resistant prostate cancer cells 22Rv1																			Dox +																
SRP273237	SRX8804975	SRR12301937	9606	22Rv1-shMEP50-BR1-Dox-												BR1			shMEP50						Human castration-resistant prostate cancer cells 22Rv1																			Dox -																
SRP273237	SRX8804976	SRR12301938	9606	22Rv1-shMEP50-BR1-Dox+												BR1			shMEP50						Human castration-resistant prostate cancer cells 22Rv1																			Dox +																
SRP273237	SRX8804977	SRR12301939	9606	22Rv1-shMEP50-BR2-Dox-												BR2			shMEP50						Human castration-resistant prostate cancer cells 22Rv1																			Dox -																
SRP273237	SRX8804978	SRR12301940	9606	22Rv1-shMEP50-BR2-Dox+												BR2			shMEP50						Human castration-resistant prostate cancer cells 22Rv1																			Dox +																
SRP273237	SRX8804979	SRR12301941	9606	22Rv1-shMEP50-BR3-Dox-												BR3			shMEP50						Human castration-resistant prostate cancer cells 22Rv1																			Dox -																
SRP273237	SRX8804980	SRR12301942	9606	22Rv1-shMEP50-BR3-Dox+												BR3			shMEP50						Human castration-resistant prostate cancer cells 22Rv1																			Dox +																
SRP273237	SRX8804981	SRR12301943	9606	22Rv1-shpICln-BR1-Dox-												BR1			shpICln						Human castration-resistant prostate cancer cells 22Rv1																			Dox -																
SRP273237	SRX8804982	SRR12301944	9606	22Rv1-shpICln-BR1-Dox+												BR1			shpICln						Human castration-resistant prostate cancer cells 22Rv1																			Dox +																
SRP273237	SRX8804983	SRR12301945	9606	22Rv1-shpICln-BR2-Dox-												BR2			shpICln						Human castration-resistant prostate cancer cells 22Rv1																			Dox -																
SRP273237	SRX8804984	SRR12301946	9606	22Rv1-shpICln-BR2-Dox+												BR2			shpICln						Human castration-resistant prostate cancer cells 22Rv1																			Dox +																
SRP273237	SRX8804985	SRR12301947	9606	22Rv1-shpICln-BR3-Dox-												BR3			shpICln						Human castration-resistant prostate cancer cells 22Rv1																			Dox -																
SRP273237	SRX8804986	SRR12301948	9606	22Rv1-shpICln-BR3-Dox+												BR3			shpICln						Human castration-resistant prostate cancer cells 22Rv1																			Dox +																
SRP275768	SRX8882101	SRR12383420	9606	MDA-MB-231-1-input																				human genome hg38	breast cancer cells		parental cells	breast cancer cells																		MDA-MB-231														
SRP275768	SRX8882102	SRR12383421	9606	MDA-MB-231-1-IP																				human genome hg38	breast cancer cells		parental cells	breast cancer cells																		MDA-MB-231														
SRP275768	SRX8882103	SRR12383422	9606	MDA-MB-231-2-input																				human genome hg38	breast cancer cells		parental cells	breast cancer cells																		MDA-MB-231														
SRP275768	SRX8882104	SRR12383423	9606	MDA-MB-231-2-IP																				human genome hg38	breast cancer cells		parental cells	breast cancer cells																		MDA-MB-231														
SRP275768	SRX8882105	SRR12383424	9606	MDA-MB-231-DOX11-input																				human genome hg38	breast cancer cells		parental cells treated with DOX	breast cancer cells																		MDA-MB-231														
SRP275768	SRX8882106	SRR12383425	9606	MDA-MB-231-DOX11-IP																				human genome hg38	breast cancer cells		parental cells treated with DOX	breast cancer cells																		MDA-MB-231														
SRP275768	SRX8882107	SRR12383426	9606	MDA-MB-231-DOX12-input																				human genome hg38	breast cancer cells		parental cells treated with DOX	breast cancer cells																		MDA-MB-231														
SRP275768	SRX8882108	SRR12383427	9606	MDA-MB-231-DOX12-IP																				human genome hg38	breast cancer cells		parental cells treated with DOX	breast cancer cells																		MDA-MB-231														
SRP275768	SRX8882109	SRR12383428	9606	MDA-MB-231-PRM75-DOX11-input																				human genome hg38	breast cancer cells		parental cells overexpressed with PRMT5 under DOX treatment	breast cancer cells																		MDA-MB-231														
SRP275768	SRX8882110	SRR12383429	9606	MDA-MB-231-PRM75-DOX11-IP																				human genome hg38	breast cancer cells		parental cells overexpressed with PRMT5 under DOX treatment	breast cancer cells																		MDA-MB-231														
SRP275768	SRX8882111	SRR12383430	9606	MDA-MB-231-PRM75-DOX12-input																				human genome hg38	breast cancer cells		parental cells overexpressed with PRMT6 under DOX treatment	breast cancer cells																		MDA-MB-231														
SRP275768	SRX8882112	SRR12383431	9606	MDA-MB-231-PRM75-DOX12-IP																				human genome hg38	breast cancer cells		parental cells overexpressed with PRMT6 under DOX treatment	breast cancer cells																		MDA-MB-231														
SRP276651	SRX8908663		9606	DDX5 KD rep 2 DRIP-seq																					Osteosarcoma				DDX5 KD						Monoclonal S9.6											U2OS														
SRP276651	SRX8908664		9606	DDX5 KD input DRIP-seq																					Osteosarcoma				DDX5 KD input						none											U2OS														
SRP276651	SRX8908665		9606	PRMT5 KD rep 1 DRIP-seq																					Osteosarcoma				PRMT5 KD						Monoclonal S9.6											U2OS														
SRP276651	SRX8908666		9606	PRMT5 KD rep 2 DRIP-seq																					Osteosarcoma				PRMT5 KD						Monoclonal S9.6											U2OS														
SRP276651	SRX8908667		9606	PRMT5 KD input DRIP-seq																					Osteosarcoma				PRMT5 KD input						none											U2OS														
SRP276651	SRX8908668		9606	XRN2 KD rep 1 DRIP-seq																					Osteosarcoma				XRN2 KD						Monoclonal S9.6											U2OS														
SRP276651	SRX8908669		9606	XRN2 KD rep 2 DRIP-seq																					Osteosarcoma				XRN2 KD						Monoclonal S9.6											U2OS														
SRP276651	SRX8908670		9606	XRN2 KD input DRIP-seq																					Osteosarcoma				XRN2 KD input						none											U2OS														
SRP276651	SRX8908671		9606	Control rep 1 RNA-seq																					Osteosarcoma				Control																	U2OS														
SRP276651	SRX8908672		9606	Control rep 2 RNA-seq																					Osteosarcoma				Control																	U2OS														
SRP276651	SRX8908673		9606	Control rep 3 RNA-seq																					Osteosarcoma				Control																	U2OS														
SRP276651	SRX8908674		9606	DDX5 KD rep 1 RNA-seq																					Osteosarcoma				DDX5 KD																	U2OS														
SRP276651	SRX8908675		9606	DDX5 KD rep 2 RNA-seq																					Osteosarcoma				DDX5 KD																	U2OS														
SRP276651	SRX8908676		9606	DDX5 KD rep 3 RNA-seq																					Osteosarcoma				DDX5 KD																	U2OS														
SRP276651	SRX8908677		9606	PRMT5 KD rep 1 RNA-seq																					Osteosarcoma				PRMT5 KD																	U2OS														
SRP276651	SRX8908678		9606	PRMT5 KD rep 2 RNA-seq																					Osteosarcoma				PRMT5 KD																	U2OS														
SRP276651	SRX8908679		9606	PRMT5 KD rep 3 RNA-seq																					Osteosarcoma				PRMT5 KD																	U2OS														
SRP276651	SRX8908680		9606	XRN2 KD rep 1 RNA-seq																					Osteosarcoma				XRN2 KD																	U2OS														
SRP276651	SRX8908681		9606	XRN2 KD rep 2 RNA-seq																					Osteosarcoma				XRN2 KD																	U2OS														
SRP276651	SRX8908682		9606	XRN2 KD rep 3 RNA-seq																					Osteosarcoma				XRN2 KD																	U2OS														
SRP276681	SRX8910013	SRR12413842	9606	CON RNA-seq																					Tu212 cells				control																	Tu212												Epithelial-derived cells		
SRP276681	SRX8910014	SRR12413843	9606	PRMT5 RNA-seq																					Tu212 cells				PRMT5 overexpression																	Tu212												Epithelial-derived cells		
SRP285543	SRX9199738	SRR12721015	9606	A549 GSK591 7 days Rep1																					A549		GSK591																			A549												epithelial		
SRP285543	SRX9199739	SRR12721016	9606	A549 GSK591 7 days Rep2																					A549		GSK591																			A549												epithelial		
SRP285543	SRX9199740	SRR12721017	9606	A549 GSK591 7 days Rep3																					A549		GSK591																			A549												epithelial		
SRP285543	SRX9199741	SRR12721018	9606	A549 MS023 7 days Rep1																					A549		MS023																			A549												epithelial		
SRP285543	SRX9199742	SRR12721019	9606	A549 MS023 7 days Rep2																					A549		MS023																			A549												epithelial		
SRP285543	SRX9199743	SRR12721020	9606	A549 MS023 7 days Rep3																					A549		MS023																			A549												epithelial		
SRP285543	SRX9199744	SRR12721012	9606	A549 DMSO 7 days Rep1																					A549		DMSO																			A549												epithelial		
SRP285543	SRX9199745	SRR12721013	9606	A549 DMSO 7 days Rep2																					A549		DMSO																			A549												epithelial		
SRP285543	SRX9199746	SRR12721014	9606	A549 DMSO 7 days Rep3																					A549		DMSO																			A549												epithelial		
